,bound,kl,tS,tT,time,dS,dT,eS,eT,rS,rT
data=phishing/delta=0.05/epoch=2000/learner=bound-sto/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=MC/seed=2/sigmoid_c=100/sto_prior=1.0/voter=tree,0.0450316406786441,0.1811056137084961,0.03327219,0.0351776,500.2143468856812,,,,,,
data=svmguide/delta=0.05/epoch=2000/learner=bound-sto/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=MC/seed=4/sigmoid_c=100/sto_prior=1.0/voter=tree,0.0477979332208633,0.121675044298172,0.028368268,0.033061653,191.9709510803223,,,,,,
data=heart/delta=0.05/epoch=2000/learner=bound-rand/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=MC/seed=5/sigmoid_c=100/sto_prior=1.0/voter=tree,0.7777003645896912,0.0034284591674804,0.17333333,0.19594595,87.51846837997437,0.31510344,0.30488965,0.13778485,0.1387799,0.29533657,0.29122472
data=heart/delta=0.05/epoch=2000/learner=bound-rand/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=exact/seed=5/sigmoid_c=100/sto_prior=1.0/voter=stump,0.891512930393219,0.0897583961486816,0.18120806,0.1554054,107.22655963897704,0.488179,0.48994276,0.19951268,0.20303161,0.44360217,0.448003
data=wdbc/delta=0.05/epoch=2000/learner=bound-rand/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=MC/seed=3/sigmoid_c=100/sto_prior=1.0/voter=stump,0.5657052993774414,0.2432336807250976,0.031578947,0.056338027,402.5074059963226,0.47912893,0.47820002,0.16798006,0.16651624,0.40754452,0.40561625
data=credit/delta=0.05/epoch=2000/learner=bound-rand/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=MC/seed=5/sigmoid_c=100/sto_prior=1.0/voter=tree,0.4573076963424682,0.0020637512207031,0.1097561,0.1411043,115.5502827167511,0.21060164,0.22654083,0.08931818,0.10483974,0.194619,0.21811016
data=credit/delta=0.05/epoch=2000/learner=bound-rand/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=exact/seed=5/sigmoid_c=100/sto_prior=1.0/voter=tree,0.457305759191513,0.0020627975463867,0.1097561,0.1411043,121.95261907577516,0.21060152,0.22654073,0.08931818,0.10483972,0.19461894,0.21811008
data=heart/delta=0.05/epoch=2000/learner=bound-rand/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=MC/seed=5/sigmoid_c=100/sto_prior=1.0/voter=stump,0.891512930393219,0.0897583961486816,0.18120806,0.1554054,107.81852507591248,0.488179,0.48994276,0.19951268,0.20303161,0.44360217,0.448003
data=tictactoe/delta=0.05/epoch=2000/learner=bound-sto/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=exact/seed=4/sigmoid_c=100/sto_prior=1.0/voter=stump,0.4392848014831543,15.492294311523438,0.2910526,0.29549432,228.8256905078888,,,,,,
data=usvotes/delta=0.05/epoch=2000/learner=bound-rand/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=exact/seed=5/sigmoid_c=100/sto_prior=1.0/voter=tree,0.3580307960510254,0.0020608901977539,0.06422018,0.06451613,91.19134044647215,0.1375913,0.111436024,0.044741593,0.042656153,0.113537244,0.098374166
data=usvotes/delta=0.05/epoch=2000/learner=bound-rand/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=MC/seed=5/sigmoid_c=100/sto_prior=1.0/voter=tree,0.3580307960510254,0.0020608901977539,0.06422018,0.06451613,89.8634717464447,0.1375913,0.111436024,0.044741593,0.042656153,0.113537244,0.098374166
data=usvotes/delta=0.05/epoch=2000/learner=bound-sto/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=exact/seed=4/sigmoid_c=100/sto_prior=1.0/voter=stump,0.2790536880493164,16.977508544921875,0.09216638,0.09055881,295.4956383705139,,,,,,
data=haberman/delta=0.05/epoch=2000/learner=bound-sto/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=MC/seed=5/sigmoid_c=100/sto_prior=1.0/voter=stump,0.4738239645957947,4.721569061279297,0.2480566,0.28914857,22.794718503952023,,,,,,
data=wdbc/delta=0.05/epoch=2000/learner=bound-sto/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=exact/seed=5/sigmoid_c=100/sto_prior=1.0/voter=tree,0.1331286132335662,0.1654030084609985,0.04421177,0.06102137,86.69189548492432,,,,,,
data=tictactoe/delta=0.05/epoch=2000/learner=bound-sto/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=MC/seed=5/sigmoid_c=100/sto_prior=1.0/voter=stump,0.4494803249835968,16.1656494140625,0.29643092,0.30410385,69.84219479560852,,,,,,
data=svmguide/delta=0.05/epoch=2000/learner=bound-sto/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=exact/seed=2/sigmoid_c=100/sto_prior=1.0/voter=tree,0.0480405464768409,0.1112987995147705,0.028536588,0.036389336,574.1915445327759,,,,,,
data=tictactoe/delta=0.05/epoch=2000/learner=bound-sto/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=MC/seed=5/sigmoid_c=100/sto_prior=1.0/voter=tree,0.1911433637142181,0.2743034362792969,0.10653867,0.072376736,45.313958168029785,,,,,,
data=haberman/delta=0.05/epoch=2000/learner=bound-sto/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=MC/seed=5/sigmoid_c=100/sto_prior=1.0/voter=tree,0.5006161332130432,0.0832300186157226,0.31240064,0.3197312,33.68908166885376,,,,,,
data=wdbc/delta=0.05/epoch=2000/learner=bound-rand/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=exact/seed=4/sigmoid_c=100/sto_prior=1.0/voter=stump,0.5509707927703857,0.2380094528198242,0.038596492,0.0528169,290.46328496932983,0.47890732,0.479167,0.16670544,0.16877301,0.4061591,0.40835652
data=wdbc/delta=0.05/epoch=2000/learner=bound-rand/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=MC/seed=4/sigmoid_c=100/sto_prior=1.0/voter=stump,0.5509707927703857,0.2380094528198242,0.038596492,0.0528169,290.66183257102966,0.47890732,0.479167,0.16670544,0.16877301,0.4061591,0.40835652
data=credit/delta=0.05/epoch=2000/learner=bound-sto/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=exact/seed=4/sigmoid_c=100/sto_prior=1.0/voter=stump,0.363420307636261,25.7816162109375,0.16246821,0.17459333,383.6495673656464,,,,,,
data=svmguide/delta=0.05/epoch=2000/learner=bound-rand/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=MC/seed=1/sigmoid_c=100/sto_prior=1.0/voter=tree,0.1177841126918792,0.0017709732055664,0.036245953,0.02975,772.8998911380768,0.037909456,0.038338754,0.027941164,0.023581846,0.04689589,0.042751223
data=haberman/delta=0.05/epoch=2000/learner=bound-sto/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=exact/seed=5/sigmoid_c=100/sto_prior=1.0/voter=stump,0.445197194814682,5.117557525634766,0.25916994,0.28452745,71.05147624015808,,,,,,
data=tictactoe/delta=0.05/epoch=2000/learner=bound-rand/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=MC/seed=4/sigmoid_c=100/sto_prior=1.0/voter=stump,0.9021801948547364,0.1390175819396972,0.2400835,0.25052193,280.6070709228516,0.48984987,0.49088863,0.21279448,0.21425025,0.45771942,0.45969456
data=wdbc/delta=0.05/epoch=2000/learner=bound-rand/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=MC/seed=5/sigmoid_c=100/sto_prior=1.0/voter=tree,0.2665236294269562,0.002786636352539,0.04195804,0.059859157,117.4069163799286,0.09039358,0.07767449,0.04184592,0.049341716,0.08704271,0.08817896
data=wdbc/delta=0.05/epoch=2000/learner=bound-rand/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=exact/seed=5/sigmoid_c=100/sto_prior=1.0/voter=tree,0.2665236294269562,0.002786636352539,0.04195804,0.059859157,121.22583556175232,0.09039358,0.07767449,0.04184592,0.049341716,0.08704271,0.08817896
data=credit/delta=0.05/epoch=2000/learner=bound-sto/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=MC/seed=5/sigmoid_c=100/sto_prior=1.0/voter=stump,0.3891451358795166,35.15582275390625,0.18544981,0.19856799,226.9313235282898,,,,,,
data=haberman/delta=0.05/epoch=2000/learner=bound-sto/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=exact/seed=5/sigmoid_c=100/sto_prior=1.0/voter=tree,0.5026251673698425,0.0913152694702148,0.3073366,0.31874216,58.03602385520935,,,,,,
data=wdbc/delta=0.05/epoch=2000/learner=bound-sto/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=MC/seed=5/sigmoid_c=100/sto_prior=1.0/voter=stump,0.340718537569046,32.25152587890625,0.09763048,0.105673455,154.92200303077698,,,,,,
data=usvotes/delta=0.05/epoch=2000/learner=bound-rand/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=MC/seed=4/sigmoid_c=100/sto_prior=1.0/voter=stump,0.5215302109718323,0.1478266716003418,0.055045873,0.03686636,340.41587257385254,0.47683862,0.47737715,0.16386001,0.16433804,0.40227932,0.4030266
data=haberman/delta=0.05/epoch=2000/learner=bound-rand/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=MC/seed=5/sigmoid_c=100/sto_prior=1.0/voter=tree,1.0092517137527466,0.0014781951904296,0.2987013,0.3137255,68.63716125488281,0.15697989,0.1587541,0.24535035,0.26599517,0.3238403,0.34537223
data=haberman/delta=0.05/epoch=2000/learner=bound-rand/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=exact/seed=5/sigmoid_c=100/sto_prior=1.0/voter=tree,1.0092517137527466,0.0014781951904296,0.2987013,0.3137255,70.26070213317871,0.15697989,0.1587541,0.24535035,0.26599517,0.3238403,0.34537223
data=tictactoe/delta=0.05/epoch=2000/learner=bound-sto/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=exact/seed=5/sigmoid_c=100/sto_prior=1.0/voter=tree,0.1903300136327743,0.2944040298461914,0.103716105,0.07389862,125.16124653816225,,,,,,
data=haberman/delta=0.05/epoch=2000/learner=bound-rand/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=MC/seed=5/sigmoid_c=100/sto_prior=1.0/voter=stump,0.8957102298736572,0.0413627624511718,0.24836601,0.26797387,88.97183513641357,0.48266077,0.48136374,0.20638648,0.2112147,0.44771686,0.45189658
data=haberman/delta=0.05/epoch=2000/learner=bound-rand/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=exact/seed=5/sigmoid_c=100/sto_prior=1.0/voter=stump,0.8957102298736572,0.0413627624511718,0.24836601,0.26797387,90.51481795310974,0.48266077,0.48136374,0.20638648,0.2112147,0.44771686,0.45189658
data=credit/delta=0.05/epoch=2000/learner=bound-rand/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=MC/seed=4/sigmoid_c=100/sto_prior=1.0/voter=stump,0.7017234563827515,0.2254834175109863,0.13149847,0.1411043,413.23184180259705,0.4825754,0.4837593,0.1876645,0.18937837,0.4289522,0.43125802
data=credit/delta=0.05/epoch=2000/learner=bound-sto/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=MC/seed=6/sigmoid_c=100/sto_prior=1.0/voter=tree,0.2784009277820587,0.1642966270446777,0.15861577,0.14870352,40.382285356521606,,,,,,
data=credit/delta=0.05/epoch=2000/learner=bound-rand/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=exact/seed=4/sigmoid_c=100/sto_prior=1.0/voter=stump,0.7017245292663574,0.2254858016967773,0.13149847,0.1411043,434.4237775802612,0.48257527,0.48375925,0.18766437,0.18937822,0.428952,0.43125784
data=usvotes/delta=0.05/epoch=2000/learner=bound-sto/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=exact/seed=5/sigmoid_c=100/sto_prior=1.0/voter=stump,0.2740616500377655,19.155059814453125,0.08158577,0.08036923,214.53686928749084,,,,,,
data=heart/delta=0.05/epoch=2000/learner=bound-sto/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=MC/seed=6/sigmoid_c=100/sto_prior=1.0/voter=stump,0.4411076605319977,12.761703491210938,0.2055775,0.24290201,46.92237114906311,,,,,,
data=heart/delta=0.05/epoch=2000/learner=bound-sto/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=MC/seed=6/sigmoid_c=100/sto_prior=1.0/voter=tree,0.3754587471485138,0.2138515710830688,0.19501473,0.2108861,45.86759972572327,,,,,,
data=tictactoe/delta=0.05/epoch=2000/learner=bound-rand/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=MC/seed=5/sigmoid_c=100/sto_prior=1.0/voter=tree,0.3845826387405395,0.0046191215515136,0.09166667,0.06889353,159.68648147583008,0.2595592,0.24176474,0.08526456,0.06803901,0.21504417,0.18892138
data=svmguide/delta=0.05/epoch=2000/learner=bound-sto/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=MC/seed=5/sigmoid_c=100/sto_prior=1.0/voter=tree,0.0535527542233467,0.0800414085388183,0.033123195,0.03278906,153.83812499046326,,,,,,
data=usvotes/delta=0.05/epoch=2000/learner=bound-sto/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=MC/seed=5/sigmoid_c=100/sto_prior=1.0/voter=stump,0.3462254405021667,22.0020751953125,0.12883964,0.13339764,233.04921340942383,,,,,,
data=tictactoe/delta=0.05/epoch=2000/learner=bound-rand/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=exact/seed=4/sigmoid_c=100/sto_prior=1.0/voter=stump,0.902180552482605,0.1390180587768554,0.2400835,0.25052193,370.1911880970001,0.48984995,0.49088863,0.21279441,0.21425025,0.4577194,0.45969456
data=phishing/delta=0.05/epoch=2000/learner=bound-sto/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=MC/seed=3/sigmoid_c=100/sto_prior=1.0/voter=tree,0.0515814200043678,0.2823467254638672,0.039185658,0.034162123,491.8675963878632,,,,,,
data=heart/delta=0.05/epoch=2000/learner=bound-sto/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=exact/seed=6/sigmoid_c=100/sto_prior=1.0/voter=tree,0.3740164041519165,0.2223644256591797,0.18801017,0.20940064,72.76442050933838,,,,,,
data=heart/delta=0.05/epoch=2000/learner=bound-rand/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=exact/seed=6/sigmoid_c=100/sto_prior=1.0/voter=tree,0.7537969946861267,0.0037360191345214,0.18666667,0.21621622,66.34876203536987,0.29122397,0.2946059,0.12628056,0.14910224,0.27189255,0.2964052
data=usvotes/delta=0.05/epoch=2000/learner=bound-sto/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=MC/seed=6/sigmoid_c=100/sto_prior=1.0/voter=tree,0.1963278949260711,0.1404589414596557,0.068550155,0.047479972,35.18654799461365,,,,,,
data=tictactoe/delta=0.05/epoch=2000/learner=bound-rand/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=exact/seed=5/sigmoid_c=100/sto_prior=1.0/voter=tree,0.3845826387405395,0.0046191215515136,0.09166667,0.06889353,184.0075852870941,0.2595592,0.24176474,0.08526456,0.06803901,0.21504417,0.18892138
data=heart/delta=0.05/epoch=2000/learner=bound-rand/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=MC/seed=6/sigmoid_c=100/sto_prior=1.0/voter=tree,0.7537970542907715,0.0037360191345214,0.18666667,0.21621622,69.78044176101685,0.2912239,0.29460585,0.12628053,0.14910224,0.2718925,0.29640517
data=svmguide/delta=0.05/epoch=2000/learner=bound-sto/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=MC/seed=5/sigmoid_c=100/sto_prior=1.0/voter=stump,0.1070017293095588,45.00216674804688,0.053204637,0.05625281,186.08505773544312,,,,,,
data=heart/delta=0.05/epoch=2000/learner=bound-sto/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=exact/seed=6/sigmoid_c=100/sto_prior=1.0/voter=stump,0.4413115084171295,12.630874633789062,0.20228164,0.2264896,94.36142754554749,,,,,,
data=svmguide/delta=0.05/epoch=2000/learner=bound-rand/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=exact/seed=1/sigmoid_c=100/sto_prior=1.0/voter=tree,0.1177842691540718,0.0017714500427246,0.036245953,0.02975,889.6303806304932,0.037909456,0.038338754,0.02794116,0.023581846,0.046895888,0.042751223
data=credit/delta=0.05/epoch=2000/learner=bound-sto/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=exact/seed=6/sigmoid_c=100/sto_prior=1.0/voter=tree,0.2783174216747284,0.1675972938537597,0.15952957,0.14804062,120.37221837043762,,,,,,
data=wdbc/delta=0.05/epoch=2000/learner=bound-rand/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=exact/seed=5/sigmoid_c=100/sto_prior=1.0/voter=stump,0.5215226411819458,0.2119808197021484,0.024561403,0.0528169,233.42930102348328,0.4777446,0.47750956,0.16474412,0.16721386,0.40361643,0.40596864
data=wdbc/delta=0.05/epoch=2000/learner=bound-sto/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=exact/seed=5/sigmoid_c=100/sto_prior=1.0/voter=stump,0.2697397470474243,26.16070556640625,0.080421425,0.098213844,260.36507081985474,,,,,,
data=usvotes/delta=0.05/epoch=2000/learner=bound-sto/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=exact/seed=6/sigmoid_c=100/sto_prior=1.0/voter=tree,0.1928731799125671,0.1403213739395141,0.073714316,0.04649847,81.82830858230591,,,,,,
data=wdbc/delta=0.05/epoch=2000/learner=bound-sto/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=MC/seed=6/sigmoid_c=100/sto_prior=1.0/voter=tree,0.1441440731287002,0.2007856369018554,0.051345836,0.053776268,48.49520540237427,,,,,,
data=heart/delta=0.05/epoch=2000/learner=bound-rand/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=exact/seed=6/sigmoid_c=100/sto_prior=1.0/voter=stump,0.8771762251853943,0.107882022857666,0.12751678,0.17567568,109.881418466568,0.48773313,0.48652774,0.19656497,0.1993118,0.44043154,0.44257566
data=heart/delta=0.05/epoch=2000/learner=bound-rand/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=MC/seed=6/sigmoid_c=100/sto_prior=1.0/voter=stump,0.8771762251853943,0.107882022857666,0.12751678,0.17567568,111.70301604270936,0.48773313,0.48652774,0.19656497,0.1993118,0.44043154,0.44257566
data=wdbc/delta=0.05/epoch=2000/learner=bound-rand/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=MC/seed=5/sigmoid_c=100/sto_prior=1.0/voter=stump,0.5215226411819458,0.2119808197021484,0.024561403,0.0528169,252.1368305683136,0.4777446,0.47750956,0.16474412,0.16721386,0.40361643,0.40596864
data=credit/delta=0.05/epoch=2000/learner=bound-rand/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=exact/seed=6/sigmoid_c=100/sto_prior=1.0/voter=tree,0.5589134693145752,0.0027432441711425,0.14634146,0.15337424,138.453218460083,0.1810894,0.17938718,0.12288405,0.108710155,0.21342875,0.19840375
data=tictactoe/delta=0.05/epoch=2000/learner=bound-sto/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=MC/seed=6/sigmoid_c=100/sto_prior=1.0/voter=stump,0.4577130675315857,15.150375366210938,0.32638115,0.30390817,53.71464991569519,,,,,,
data=usvotes/delta=0.05/epoch=2000/learner=bound-rand/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=10/nb_tree=100/prior=0.5/rand_n=100/risk=MC/seed=6/sigmoid_c=100/sto_prior=1.0/voter=tree,0.388062983751297,0.0023665428161621,0.08256881,0.041474655,78.81642127037048,0.096211515,0.099268824,0.040821668,0.04409515,0.088927425,0.09372956
